#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-03-20T01:41:06 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-20T01:41:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/239/hip_main&-out.max=2000&-c.eq=J2000&-out=HIP,_RAJ2000,_DEJ2000,Vmag&Vmag=0..6.5	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
HIP	_RAJ2000	_DEJ2000	Vmag
 15648	050.3606611724	+43.3296508162	 4.96
 15655	050.3893046721	-47.7766608001	 6.40
 15669	050.4688870181	+49.0709046993	 5.94
 15696	050.5495558334	+27.6075525761	 5.55
 15700	050.5678574707	-25.5878024158	 6.36
 15737	050.6885060666	+20.7420689333	 5.10
 15770	050.8049787093	+49.2132694333	 5.32
 15776	050.8237532763	-07.7940980342	 6.20
 15800	050.9012692726	+00.9100866214	 6.47
 15807	050.9124578189	+04.8821053278	 6.37
 15840	051.0096372995	-69.6246061492	 6.14
 15850	051.0422072267	+12.6295903905	 6.03
 15861	051.0769787743	+24.7240629108	 5.50
 15863	051.0807097943	+49.8611795912	 1.79
 15870	051.1088189602	+20.8034889133	 6.07
 15876	051.1237559912	+33.5359618315	 5.78
 15884	051.1508449371	-51.0626574837	 6.50
 15890	051.1689871400	+64.5859964960	 5.13
 15900	051.2033073771	+09.0288698420	 3.61
 15968	051.4010532860	-69.3364364657	 5.96
 15987	051.4826734681	-35.9208853808	 6.39
 15988	051.4890875488	+49.1207566833	 6.09
 16015	051.5491017846	-41.6369397307	 6.33
 16029	051.5938531924	-27.3174791868	 5.93
 16042	051.6474539766	+28.7150874773	 6.47
 16083	051.7923026949	+09.7326797472	 3.73
 16095	051.8278241469	+12.7352889136	 6.29
 16112	051.8892535681	-35.6813234828	 5.71
 16142	052.0039467418	-11.2865996435	 5.74
 16147	052.0127902357	+49.0628662682	 4.99
 16156	052.0480187361	-35.8534261165	 6.49
 16168	052.0862488750	+33.8075574432	 5.72
 16177	052.0982970675	+60.2556720743	 6.49
 16181	052.1106965427	+22.8040062961	 6.03
 16210	052.2180305792	+49.8483837293	 5.58
 16226	052.2658465016	+03.2487042701	 6.41
 16228	052.2672228611	+59.9403301135	 4.21
 16244	052.3418759088	+49.5089482664	 4.67
 16245	052.3444898993	-62.9375274806	 4.71
 16252	052.3595139857	+46.9378682118	 6.21
 16263	052.4001132924	-12.6747368587	 5.57
 16266	052.4130743486	-06.8044578441	 6.01
 16281	052.4780992469	+58.8787496692	 4.55
 16285	052.4797820020	-42.6342561341	 5.76
 16290	052.4953887682	-78.3518499144	 5.68
 16292	052.5007652439	+55.4518083422	 5.09
 16303	052.5456155736	+59.3659466560	 6.14
 16310	052.5565812769	-41.3699375585	 6.12
 16319	052.5808189423	+71.8638974131	 6.37
 16322	052.6019539119	+11.3364422067	 5.14
 16335	052.6436815160	+47.9952160560	 4.36
 16339	052.6539752990	-47.3751254157	 5.98
 16340	052.6539613213	+48.1035964366	 5.82
 16341	052.6544069480	-05.0751454797	 4.74
 16358	052.6892496808	+06.1887030010	 5.93
 16368	052.7154471790	-66.4897139680	 5.81
 16369	052.7182429936	+12.9366780926	 4.14
 16424	052.8722480409	+49.2097705917	 6.29
 16425	052.8762310832	+40.7599342468	 6.50
 16447	052.9543241153	+49.4010929981	 6.41
 16449	052.9735276987	-25.6141491397	 6.38
 16470	053.0358369220	+48.0234761114	 5.47
 16489	053.0838547716	+84.9110397766	 5.62
 16499	053.1094157518	+46.0568617001	 5.30
 16509	053.1450117301	-50.3786464444	 5.67
 16511	053.1497881752	+09.3734382182	 5.76
 16516	053.1624076401	+44.8557595731	 6.42
 16518	053.1667370569	+35.4617292858	 5.91
 16531	053.2148238465	-61.0168725240	 6.42
 16537	053.2326840901	-09.4582621547	 3.72
 16587	053.3841858924	+58.7652403153	 6.45
 16591	053.3959806296	+39.8994785030	 5.79
 16599	053.4127496067	+54.9748569081	 5.98
 16602	053.4218374494	+57.8687251229	 6.37
 16611	053.4469838072	-21.6328827373	 4.26
 16628	053.4866225559	-31.0801145155	 6.20
 16641	053.5349119632	+17.8328281965	 6.14
 16664	053.6109372098	+24.4643928883	 5.95
 16672	053.6399537427	-31.8748011236	 6.39
 16677	053.6561293725	-09.8682612415	 6.25
 16695	053.7045063730	+06.4176912876	 6.49
 16697	053.7183582293	-25.5828252022	 6.48
 16712	053.7542044384	+60.0414290755	 6.43
 16779	053.9885276979	-05.1249540267	 6.49
 16780	053.9902756974	-11.1937820172	 5.56
 16803	054.0725524174	-17.4670645248	 5.24
 16826	054.1224118918	+48.1926336453	 4.32
 16827	054.1255940400	-78.3230732684	 6.29
 16846	054.1970397761	+00.5877577057	 5.82
 16852	054.2182633801	+00.4016616322	 4.29
 16870	054.2736676244	-40.2745453368	 4.57
 16924	054.4493001260	+15.4305516643	 6.40
 16938	054.5007564699	+42.5828430126	 6.41
 16974	054.5822230198	+56.9327131279	 6.29
 16989	054.6218900820	-07.3918629639	 5.86
 17007	054.6986319810	-27.9430542501	 6.01
 17026	054.7502500086	+20.9157647649	 6.50
 17027	054.7546574454	-05.6262098308	 5.97
 17056	054.8545076788	+75.7396225443	 6.25
 17057	054.8558607866	-10.4372776886	 6.19
 17058	054.8573010819	+16.5366851511	 6.18
 17086	054.9097739520	-03.3930098625	 6.22
 17103	054.9630094906	+03.0568632922	 5.55
 17120	054.9982044320	-01.1212264942	 6.12
 17136	055.0476558186	-15.2265341451	 6.35
 17167	055.1597216617	-05.2107061072	 5.53
 17181	055.1929565814	+25.3294924837	 6.11
 17203	055.2827419404	+37.5801978558	 5.55
 17214	055.3074946809	-11.8024176708	 6.49
 17296	055.5388541863	+63.2168059169	 5.06
 17298	055.5410643962	-45.9578884829	 6.50
 17304	055.5620945289	-31.9383612832	 4.99
 17309	055.5789516553	+19.7002537494	 5.68
 17313	055.5943609852	+33.9650263268	 4.97
 17328	055.6368254327	-85.2619637286	 6.40
 17342	055.6780619197	+59.9693913440	 5.74
 17351	055.7085643317	-37.3135184400	 4.59
 17358	055.7312616059	+47.7875513868	 3.01
 17378	055.8120908778	-09.7633946487	 3.52
 17395	055.8909738495	-10.4856606101	 5.59
 17408	055.9467216618	+19.6650322175	 6.13
 17436	056.0265808458	-40.6602891272	 6.45
 17437	056.0267809634	+48.5236558447	 6.06
 17440	056.0499063011	-64.8069026362	 3.84
 17448	056.0797167873	+32.2882481667	 3.84
 17453	056.1175146255	+20.9287365583	 6.09
 17457	056.1271254704	-01.1630912247	 5.24
 17460	056.1309659442	+36.4601031177	 5.60
 17464	056.1412088636	-54.2740269286	 6.29
 17475	056.1704552169	+46.0998132829	 6.10
 17489	056.2008975488	+24.2894701755	 5.45
 17493	056.2103480346	-48.0612987172	 6.49
 17499	056.2189054960	+24.1133392194	 3.72
 17506	056.2354077778	-00.2967201108	 5.56
 17527	056.2905793786	+24.8392600089	 5.66
 17529	056.2984660611	+42.5785486235	 3.77
 17531	056.3020604315	+24.4672776060	 4.30
 17534	056.3161524246	-47.3594761879	 5.72
 17543	056.3488967072	-71.6581323003	 6.26
 17558	056.4045410774	+38.6762624069	 6.45
 17563	056.4185104543	+06.0499911090	 5.34
 17573	056.4566943135	+24.3677485121	 3.87
 17579	056.4769847278	+24.5545110300	 5.76
 17584	056.4969155068	+45.6818995005	 5.66
 17585	056.5039135123	+67.2016053271	 5.79
 17587	056.5097142772	+63.3450472790	 4.78
 17588	056.5120847888	+24.5278980319	 6.43
 17593	056.5355649054	-12.1015893937	 4.43
 17595	056.5390117450	+06.8035205186	 5.91
 17608	056.5815576518	+23.9483583582	 4.14
 17618	056.6142855690	-29.3381568239	 5.91
 17651	056.7120314298	-23.2497226453	 4.22
 17678	056.8097549733	-74.2389623394	 3.26
 17702	056.8711521743	+24.1051371487	 2.85
 17707	056.8839493274	+55.9219599473	 6.09
 17717	056.9152123668	-23.8746766984	 5.24
 17732	056.9542516977	+32.1954148062	 6.26
 17734	056.9567205448	-36.1057847336	 6.21
 17738	056.9835027269	-30.1678822341	 5.52
 17759	057.0272525156	+24.9884165298	 6.44
 17771	057.0677867526	+11.1432938908	 5.08
 17772	057.0753078494	+50.7367671932	 6.18
 17776	057.0867349580	+23.4212498000	 5.44
 17798	057.1487682606	-20.9029766703	 5.81
 17797	057.1494949214	-37.6201547624	 4.30
 17805	057.1623106642	+00.2278566324	 5.91
 17832	057.2372544261	+23.8571352251	 6.47
 17846	057.2838212613	+43.9630947043	 5.95
 17847	057.2905939881	+24.0534154742	 3.62
 17851	057.2967335124	+24.1367120458	 5.05
 17854	057.3072416820	+70.8710499741	 5.40
 17858	057.3323166771	+57.1182678558	 6.46
 17874	057.3635214970	-36.2002501423	 4.17
 17884	057.3803412727	+65.5259724708	 4.39
 17886	057.3862075448	+33.0913821492	 5.14
 17891	057.4024920524	+63.2969666890	 5.82
 17900	057.4313762520	+23.7118550774	 6.17
 17921	057.4794710985	+22.2441512975	 6.05
 17932	057.5184177420	+44.9678558624	 5.65
 17950	057.5673500166	-01.5225740473	 6.47
 17954	057.5789096550	+25.5793619359	 5.24
 17959	057.5896212951	+71.3322656866	 4.59
 18033	057.8161239959	+13.0460777903	 6.30
 18067	057.9240651730	+68.5074856557	 6.31
 18081	057.9738308815	+34.3591189431	 5.78
 18089	058.0009538830	+06.5349074344	 5.66
 18094	058.0185239302	+31.1685776508	 6.22
 18141	058.1735663996	-05.3612589269	 5.48
 18170	058.2918601216	+17.3270832031	 5.97
 18173	058.3038749037	-18.4344468462	 6.21
 18199	058.3888287875	-46.8936741069	 5.93
 18201	058.3936571489	+25.6828828564	 6.35
 18212	058.4112640932	+48.6504953688	 5.76
 18213	058.4122786410	-34.7322972587	 5.11
 18216	058.4279284297	-24.6122299814	 4.64
 18217	058.4303587217	+57.9751412990	 5.80
 18246	058.5330062533	+31.8836355204	 2.84
 18255	058.5729252108	-02.9547298585	 4.46
 18262	058.5965065274	-40.3570088264	 5.70
 18275	058.6415051101	-52.6904256277	 6.46
 18339	058.8171995146	-12.0991048524	 5.99
 18396	058.9923882529	+47.8714200019	 5.39
 18401	059.0166247219	-63.4637181032	 6.14
 18428	059.1152627260	-13.5975308560	 6.37
 18434	059.1195412635	+35.0808987750	 5.49
 18438	059.1259833136	+71.8216065040	 6.31
 18453	059.1521769218	+50.6953808214	 5.28
 18455	059.1580491120	-09.7508441221	 6.18
 18471	059.2169858484	+22.4779711335	 5.62
 18481	059.2571589492	+06.0399668365	 6.09
 18485	059.2658650530	+23.1755500492	 6.05
 18488	059.2845357657	+61.1088828564	 4.99
 18505	059.3560220822	+63.0722640476	 4.95
 18508	059.3599216452	+24.4619374340	 6.19
 18532	059.4634613958	+40.0102146708	 2.90
 18543	059.5073598774	-13.5085153280	 2.97
 18565	059.6215196696	+38.8402540291	 6.32
 18592	059.6787570490	-57.1023598070	 6.05
 18597	059.6864559390	-61.4001855657	 4.56
 18606	059.7183077317	-05.4699467496	 5.85
 18614	059.7412546731	+35.7910326003	 3.98
 18647	059.8755489536	-12.5744247685	 5.61
 18658	059.9187230886	+10.3304023229	 6.35
 18673	059.9811808110	-24.0162152561	 4.62
 18717	060.1537002224	+17.2966596446	 6.31
 18723	060.1693983510	-30.4906972226	 5.93
 18724	060.1700656208	+12.4903465919	 3.41
 18735	060.2031891659	+18.1939999479	 5.89
 18744	060.2241969680	-62.1592842821	 4.48
 18769	060.3117951766	+36.9894773389	 6.39
 18772	060.3256310766	-61.0788217678	 4.97
 18788	060.3835424432	-01.5496597674	 5.28
 18805	060.4422346763	+09.9980166765	 5.67
 18859	060.6531038440	-00.2689230929	 5.38
 18907	060.7890835203	+05.9893051282	 3.91
 18926	060.8531134422	-20.1437961128	 6.47
 18957	060.9358522831	+05.4356244150	 5.32
 18975	060.9858512778	+08.1972693567	 5.45
 18990	061.0362813170	-16.5887280650	 6.36
 18993	061.0411456995	+02.8269471320	 5.36
 19009	061.0903061645	+24.1059928097	 5.46
 19011	061.0946495848	-12.7922952115	 5.62
 19018	061.1131734743	+59.1555072664	 5.00
 19037	061.1704269921	-20.3818639030	 6.12
 19038	061.1738150638	+22.0819256637	 4.36
 19076	061.3344089249	+22.0089053527	 5.90
 19095	061.4059831586	-27.6518073763	 5.59
 19111	061.4446291796	-20.5125626543	 6.34
 19121	061.4854461583	-08.8561046914	 6.27
 19129	061.5132585145	+68.6799725517	 5.88
 19167	061.6460141064	+50.3512618207	 4.25
 19171	061.6517189950	+27.5999032247	 5.18
 19172	061.6526566845	+54.0086633278	 6.31
 19177	061.6618382017	+65.5207978637	 6.14
 19205	061.7518944287	+29.0012995295	 5.21
 19222	061.7949116571	+74.0003589090	 6.49
 19233	061.8397578239	-64.2222910024	 6.37
 19261	061.9249293855	+15.1627879846	 6.02
 19284	061.9975670245	+17.3398965586	 5.89
 19302	062.0641155024	+37.7274928172	 6.07
 19335	062.1525681131	+38.0397332922	 5.52
 19343	062.1653782028	+47.7125127497	 3.96
 19376	062.2565396087	+13.3982805469	 5.94
 19388	062.2915295465	+19.6092167570	 5.51
 19398	062.3243151939	-16.3858748437	 5.45
 19400	062.3426427944	+54.8288616418	 6.25
 19412	062.3648802853	+59.9080709174	 6.29
 19434	062.4291955577	+03.3226969035	 6.49
 19454	062.5068262360	+86.6261386669	 5.84
 19461	062.5114329892	+80.6986813816	 5.10
 19483	062.5938411125	-06.9238524124	 5.44
 19509	062.6911296383	-35.2737872530	 6.43
 19511	062.6990202303	-08.8198140672	 5.70
 19513	062.7077537569	+26.4809517369	 5.39
 19515	062.7107886650	-41.9935732568	 4.93
 19525	062.7459206252	+33.5867921437	 5.75
 19554	062.8345074862	+05.5230472027	 5.71
 19571	062.9008495431	-20.3561570054	 5.80
 19587	062.9664175198	-06.8375811444	 4.04
 19590	062.9839020473	-08.8374853733	 6.45
 19601	063.0011354537	-17.2747321332	 6.41
 19641	063.1306445415	+17.2774596454	 6.09
 19672	063.2135204184	+22.4134578990	 6.14
 19673	063.2159255678	+68.5011545161	 6.33
 19719	063.3879326335	+07.7160449160	 5.29
 19720	063.3940430214	+10.2124580743	 6.24
 19721	063.3988380272	-40.3577635915	 6.36
 19725	063.4089527357	-01.1497370264	 6.45
 19730	063.4367640817	+72.1261474451	 6.05
 19736	063.4576538677	+12.7537010928	 6.25
 19740	063.4849390816	+09.2638240650	 4.84
 19746	063.4987233479	+37.9671472218	 6.47
 19747	063.5004764455	-42.2943679226	 3.85
 19777	063.5987026931	-10.2562829174	 4.87
 19780	063.6061820530	-62.4738580326	 3.33
 19799	063.6509755643	+10.0114064433	 5.22
 19805	063.7022728783	-62.1918113714	 5.45
 19810	063.7169456079	+37.5426699372	 6.31
 19811	063.7221567214	+40.4836714886	 4.67
 19812	063.7244256742	+48.4093309499	 4.12
 19823	063.7574794971	+57.4603614290	 6.06
 19849	063.8180005697	-07.6528705849	 4.43
 19859	063.8700029128	+06.1868579792	 6.32
 19860	063.8835718919	+08.8923570254	 4.27
 19877	063.9428485614	+15.4006950975	 6.31
 19893	064.0066068120	-51.4866479981	 4.26
 19917	064.0873970220	-60.9484821216	 6.34
 19921	064.1209528482	-59.3021562813	 4.44
 19949	064.1795347620	+53.6117990966	 5.20
 19968	064.2231480818	+61.8499893333	 5.69
 19983	064.2837448133	+57.8603548763	 5.72
 19990	064.3152528266	+20.5785909723	 4.93
 19996	064.3300923998	-06.4721775174	 5.95
 20020	064.4178015878	-63.2554053524	 5.88
 20039	064.4658543283	+80.5357836155	 6.39
 20042	064.4735929277	-33.7983478561	 3.55
 20049	064.4969736098	-80.2140327473	 5.67
 20063	064.5337949832	+42.1411592990	 6.22
 20070	064.5609083814	+50.2955022836	 4.60
 20075	064.5669876330	-20.7152596462	 6.00
 20087	064.5966756383	+21.5792968354	 5.64
 20106	064.6562174275	-22.9697219201	 6.09
 20109	064.6667710670	-52.8600972062	 6.08
 20138	064.7620347709	-33.9046168396	 6.36
 20156	064.8051640255	+50.0486950777	 5.46
 20161	064.8195692119	-44.2679192910	 5.33
 20171	064.8587391001	+21.1423067223	 5.50
 20186	064.9029403664	+21.7734911393	 5.34
 20188	064.9059027949	+10.1214367503	 6.31
 20205	064.9483489053	+15.6276423168	 3.65
 20219	064.9904342473	+14.0352011475	 5.58
 20231	065.0414479017	+31.9531745437	 6.16
 20234	065.0479697977	+50.9209329750	 5.55
 20241	065.0601247544	+41.8080697173	 5.95
 20250	065.0883987031	+27.3507536101	 4.97
 20252	065.1026598672	+34.5667252661	 4.93
 20255	065.1046227271	+18.7426083499	 6.11
 20261	065.1512935505	+15.0954533403	 5.26
 20263	065.1610086411	-06.2459946619	 6.15
 20264	065.1625561264	-20.6396218672	 5.38
 20266	065.1680223690	+65.1404414463	 5.26
 20268	065.1718574244	+06.1307979954	 5.76
 20271	065.1784770407	-07.5924934836	 5.85
 20284	065.2196697929	+13.8644270128	 6.15
 20297	065.2419486710	-81.5799203455	 5.78
 20341	065.3626607306	-00.0981695731	 5.86
 20347	065.3804804493	-25.7285796214	 6.08
 20354	065.3881950164	+46.4988779034	 4.80
 20360	065.4063088386	-06.2841716404	 6.45
 20376	065.4485448373	+60.7356254128	 5.40
 20380	065.4658579417	+56.5063175497	 5.91
 20384	065.4721946590	-63.3863913233	 5.24
 20400	065.5146592723	+14.0771984959	 5.72
 20417	065.5947075652	+20.8214158922	 5.91
 20430	065.6455984133	+25.6293142517	 5.38
 20455	065.7337218861	+17.5425142026	 3.77
 20456	065.7414546003	+59.6161818795	 6.18
 20465	065.7736398409	-24.8921568439	 5.81
 20467	065.7823202308	-35.5448153482	 6.38
 20484	065.8544265829	+16.7772598079	 5.64
 20493	065.8848618684	+20.9820445104	 6.00
 20498	065.8992324591	+42.4279092108	 6.25
 20507	065.9202181085	-03.7454703254	 5.17
 20522	065.9659382952	+09.4609676068	 5.10
 20533	065.9990077875	+24.3009917986	 6.34
 20535	066.0092386503	-34.0168463927	 3.97
 20542	066.0240042344	+17.4441302591	 4.80
 20552	066.0508649075	-57.0713366740	 6.28
 20558	066.0603436285	+12.1579869687	 6.42
 20579	066.1214799743	+34.1307577479	 5.73
 20591	066.1560941030	+33.9596865236	 5.77
 20614	066.2380334251	+19.0420133067	 5.97
 20619	066.2722387236	-61.2381935612	 5.94
 20630	066.3296649260	-44.1608970483	 6.38
 20635	066.3423553635	+22.2938736950	 4.21
 20641	066.3542311589	+22.1999980178	 5.27
 20648	066.3724324905	+17.9279102497	 4.30
 20661	066.4054876443	+15.9410099869	 6.44
 20698	066.5056186691	+04.3734508468	 6.37
 20704	066.5262910701	+31.4389112301	 5.29
 20711	066.5769313581	+22.8135825474	 4.28
 20713	066.5864215420	+15.6182652623	 4.48
 20715	066.5879287814	+08.5902686192	 6.06
 20732	066.6515508869	+14.7137819282	 4.69
 20765	066.7372081037	-24.0813226465	 6.11
 20771	066.7529099459	+02.0794092271	 6.23
 20772	066.7536352608	+57.5852896982	 6.28
 20776	066.7622583007	+80.8241593813	 5.42
 20781	066.7748909182	-46.9475050848	 6.10
 20789	066.8226978359	+22.9963366051	 5.53
 20804	066.8698689606	+11.2122999967	 5.87
 20825	066.9417841916	-62.5212057730	 5.74
 20842	067.0032649838	+21.6199069236	 5.72
 20848	067.0151579548	+01.8586051918	 6.14
 20856	067.0394324574	-41.9598328278	 6.41
 20860	067.0553021934	+83.8077901837	 5.51
 20873	067.0975119568	+14.7409742919	 5.90
 20877	067.1098753589	+16.3596722596	 4.96
 20884	067.1338317161	+01.3808207607	 5.53
 20885	067.1437328862	+15.9621807272	 3.84
 20889	067.1541647366	+19.1804315483	 3.53
 20892	067.1626574476	-19.4588738508	 5.95
 20894	067.1655867607	+15.8708826575	 3.40
 20901	067.2090168358	+13.0476023971	 5.02
 20904	067.2166339891	+30.3614917068	 6.38
 20922	067.2788560985	-13.0483695590	 5.61
 20934	067.3336937945	-46.5152700599	 6.13
 20982	067.5015155661	+83.3403792342	 5.47
 20985	067.5095413942	+10.2622142772	 6.47
 20995	067.5358250652	+15.6378405009	 5.58
 20997	067.5416816706	-13.5923722317	 6.22
 21029	067.6401369420	+16.1940144557	 4.78
 21036	067.6556810253	+13.7244022736	 5.40
 21038	067.6600325778	+32.4577681061	 6.18
 21039	067.6620407127	+15.6918792516	 5.47
 21042	067.6680435368	-35.6535041537	 5.95
 21053	067.6949840350	+16.1486961047	 6.50
 21060	067.7087487603	-44.9537495378	 5.07
 21082	067.7799614892	+15.1050369182	 6.28
 21108	067.8504118839	+40.0101928662	 6.25
 21110	067.8577119601	-13.6442219462	 6.25
 21137	067.9656594109	+15.8515599984	 6.01
 21139	067.9694469811	-00.0440110076	 4.91
 21144	067.9872765802	+36.7426881657	 6.35
 21148	068.0076659572	+53.9108301110	 5.78
 21152	068.0200378393	+05.4100349865	 6.37
 21192	068.1564722257	-03.2095408260	 5.76
 21239	068.3420252611	-10.7853334961	 6.06
 21242	068.3537648066	+43.0638932192	 6.09
 21247	068.3778274984	+72.5286047825	 5.94
 21248	068.3773027201	-29.7664919013	 4.49
 21251	068.3877049251	+18.0167222225	 6.24
 21253	068.3914586803	-62.8236775156	 5.79
 21269	068.4507299427	+09.4135669144	 6.01
 21273	068.4621573160	+14.8444244412	 4.65
 21278	068.4780340842	-06.7389076494	 5.71
 21281	068.4990731480	-55.0449746488	 3.30
 21295	068.5344454824	+05.5686160646	 5.67
 21296	068.5484522597	-08.2313523900	 5.20
 21297	068.5490429922	-08.9702576297	 5.24
 21298	068.5591388958	-06.8378088464	 6.09
 21323	068.6582985921	+28.9611505237	 5.88
 21324	068.6589242417	-24.0404997085	 6.37
 21363	068.7529630512	-19.9213840581	 6.12
 21393	068.8876606538	-30.5623414795	 3.81
 21402	068.9135839961	+10.1607896503	 4.25
 21408	068.9273337888	+19.8817911258	 6.33
 21421	068.9801611015	+16.5093013899	 0.87
 21428	069.0069696689	-03.6116412042	 6.34
 21444	069.0797566421	-03.3524590347	 3.93
 21452	069.1008230809	+64.2616020967	 5.91
 21459	069.1214060816	+23.3408548300	 6.01
 21476	069.1726226042	+41.2648080276	 4.25
 21479	069.1899681676	-62.0771543937	 5.59
 21486	069.2122126966	-30.7167789068	 6.28
 21515	069.3069723742	+00.9983141308	 5.32
 21517	069.3115750707	+18.5430315551	 6.49
 21525	069.3302817698	-41.8729442733	 6.40
 21547	069.4005495999	-02.4735482346	 5.22
 21588	069.5393540652	+16.0332906854	 5.78
 21589	069.5394269844	+12.5108380146	 4.27
 21594	069.5451002824	-14.3040197846	 3.86
 21604	069.5659575234	+20.6847222165	 5.85
 21611	069.5905217232	-77.6560030365	 6.05
 21644	069.7231453716	-12.1231212522	 4.99
 21666	069.7679236639	-51.6727521283	 6.45
 21670	069.7756540588	+07.8709764466	 5.38
 21673	069.7884039021	+15.7998456387	 5.08
 21683	069.8187576436	+15.9179767312	 4.67
 21685	069.8321291018	-14.3591921058	 5.46
 21689	069.8464513488	+25.2182741896	 6.21
 21718	069.9467581289	-01.0524590503	 6.11
 21727	069.9778332693	+53.0795352926	 5.07
 21730	069.9919532491	+53.4730206609	 5.36
 21735	070.0142396022	+12.1976093314	 5.45
 21743	070.0283392161	-24.4823682891	 5.56
 21763	070.1104641656	-19.6714928426	 4.32
 21770	070.1404688070	-41.8637525092	 4.44
 21819	070.3323356623	+28.6149939161	 5.73
 21823	070.3505355438	+48.3008812093	 5.66
 21847	070.4594019469	+38.2801822248	 5.97
 21861	070.5145025366	-37.1442967224	 5.04
 21881	070.5612570235	+22.9569260368	 4.27
 21914	070.6934317446	-50.4813338798	 5.30
 21928	070.7263613526	+43.3651379509	 5.30
 21949	070.7665141481	-70.9310273596	 5.53
 21958	070.7887218357	-30.7655568904	 5.66
 21961	070.8073226670	+24.0889199908	 6.18
 21972	070.8399739937	+49.9737889796	 5.86
 21986	070.8947701811	-08.7943170124	 5.98
 21998	070.9344679275	-41.0647879621	 6.24
 22003	070.9510046079	+32.8654588716	 6.49
 22024	071.0221693816	-08.5035705799	 5.78
 22028	071.0332576374	-18.6665859850	 5.53
 22034	071.0542493889	+40.7864544612	 6.09
 22040	071.0881379170	-59.7327331137	 5.28
 22044	071.1076181590	+11.1461365903	 5.39
 22081	071.2412547978	-63.2297149160	 6.46
 22086	071.2673384087	-21.2833827897	 5.72
 22109	071.3756296835	-03.2546574868	 4.01
 22128	071.4269479944	+23.6279957053	 6.34
 22144	071.4810466615	-39.3566191461	 6.04
 22152	071.5023961917	+76.6110423486	 6.46
 22157	071.5072541373	+11.7055909873	 5.35
 22176	071.5701199545	+18.7346927414	 5.99
 22189	071.6006809182	-02.9545322993	 6.33
 22192	071.6072907597	-28.0874439882	 6.18
 22220	071.6853277157	+40.3125901664	 5.99
 22263	071.9012157659	-16.9344560297	 5.49
 22280	071.9565719129	-30.0203717887	 6.35
 22287	072.0011380599	+56.7571833564	 5.29
 22300	072.0292714878	+55.6026114869	 6.32
 22325	072.1355540270	-16.3294844856	 5.76
 22336	072.1516069280	-05.6740446584	 5.77
 22354	072.1859372058	+03.5885263337	 6.04
 22361	072.2098056439	+75.9412196253	 5.96
 22393	072.3035271169	+31.4373749717	 5.57
 22407	072.3294883757	+32.5881907941	 5.84
 22439	072.4260187730	-13.7696690405	 6.27
 22441	072.4336746765	+15.9042212506	 6.09
 22449	072.4600441319	+06.9612756817	 3.19
 22453	072.4776596544	+37.4882748377	 4.89
 22479	072.5484018108	-16.2171588297	 5.03
 22488	072.5674205363	-41.3208479022	 6.06
 22508	072.6516198284	+70.9415282728	 6.36
 22509	072.6530072896	+08.9001758474	 4.35
 22531	072.7304533776	-53.4615077411	 5.58
 22534	072.7353890607	-53.4596976596	 6.42
 22545	072.7888572179	+48.7406846641	 5.64
 22549	072.8015162291	+05.6051039635	 3.68
 22565	072.8435934184	+18.8398612249	 5.08
 22573	072.8675677758	-34.9062865173	 5.82
 22597	072.9307648235	+09.9750778769	 6.11
 22607	072.9582845341	+13.6551552110	 6.30
 22626	073.0217473024	+63.5054208371	 5.47
 22667	073.1331755698	+14.2506418529	 4.71
 22678	073.1582513196	+36.7031869051	 4.79
 22697	073.1963209048	+27.8974852431	 5.97
 22699	073.1989862953	+42.5866261774	 5.68
 22701	073.2236242267	-05.4526950732	 4.36
 22717	073.2735210124	-72.4076800740	 6.28
